doy,1948,1949,1950,1951,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1984,1985,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,59.0,53.96,53.96,57.92,57.92,59.0,57.02,55.04,55.04,66.02,59.0,51.08,59.0,50.0,57.92,53.96,50.0,53.06,57.92,51.08,55.04,62.959999999999994,55.94,60.980000000000004,53.06,59.0,57.02,53.96,53.96,59.0,57.92,59.0,53.06,64.04,60.08,57.02,46.04,53.06,55.94,55.94,57.02,60.980000000000004,62.959999999999994,53.06,66.92,66.02,57.92,,,62.959999999999994,60.980000000000004,59.0,55.04,,59.0,60.980000000000004,62.959999999999994,,60.980000000000004,53.06,66.02,55.04,59.0,55.94,48.92,53.96,64.04,55.04,62.959999999999994,60.08,53.06,60.980000000000004,60.980000000000004,60.980000000000004
2,60.08,50.0,50.0,59.0,55.04,55.94,53.06,51.98,53.06,62.959999999999994,57.92,50.0,55.94,46.94,51.98,60.980000000000004,50.0,55.04,60.980000000000004,55.04,57.92,57.02,53.96,57.92,50.0,62.059999999999995,57.92,60.08,55.04,50.0,59.0,55.94,57.02,64.94,60.08,57.92,46.94,48.92,55.94,55.94,57.02,48.02,60.980000000000004,53.96,71.06,64.04,60.980000000000004,,,66.92,60.08,59.0,57.02,,53.96,62.059999999999995,60.08,,55.94,51.98,57.92,60.08,64.04,53.06,53.06,50.0,60.08,57.92,62.059999999999995,53.96,51.98,51.98,62.959999999999994,64.04
3,60.08,44.96,48.02,60.08,59.0,59.0,51.98,57.92,50.0,60.08,53.96,51.08,48.02,55.04,57.02,62.059999999999995,55.04,57.02,57.92,57.92,57.02,55.94,51.98,55.94,44.06,55.04,50.0,59.0,59.0,57.02,55.94,62.059999999999995,48.92,62.959999999999994,62.959999999999994,60.08,51.98,57.02,55.04,55.04,53.96,48.92,55.04,57.02,71.06,57.92,59.0,,,64.04,59.0,59.0,50.0,,55.04,60.08,60.08,53.96,62.059999999999995,55.04,57.92,57.92,62.059999999999995,55.04,53.96,55.94,53.96,55.94,60.980000000000004,55.94,57.02,55.04,57.02,60.08
4,62.959999999999994,44.96,44.06,57.92,55.94,59.0,51.98,59.0,48.92,64.94,57.92,59.0,53.96,62.959999999999994,60.980000000000004,60.08,62.059999999999995,55.94,50.0,51.98,55.94,55.04,51.98,53.96,46.94,59.0,57.92,60.08,62.959999999999994,57.02,53.96,62.959999999999994,53.96,66.02,57.92,62.959999999999994,57.02,53.96,55.04,55.04,60.980000000000004,50.0,53.06,53.06,57.92,57.92,55.94,,,66.02,60.08,62.959999999999994,51.98,,62.959999999999994,60.08,60.08,,55.94,57.02,66.92,60.980000000000004,69.08,57.02,62.059999999999995,57.02,69.08,55.94,59.0,60.08,57.92,60.08,60.08,57.02
5,64.94,48.02,51.98,55.94,51.08,60.980000000000004,53.06,55.94,51.98,60.08,53.96,53.96,48.02,62.059999999999995,66.92,64.94,59.0,62.959999999999994,55.94,53.96,55.94,53.06,55.94,55.04,51.08,57.92,60.08,51.98,60.08,53.06,55.04,66.02,55.04,60.08,53.96,64.94,59.0,53.96,57.02,51.08,60.08,44.96,55.94,55.94,60.980000000000004,53.96,55.94,,,64.94,55.04,66.92,55.94,,62.059999999999995,60.08,55.04,48.02,59.0,55.94,66.92,53.96,69.08,64.04,55.04,51.08,64.04,57.02,59.0,55.94,59.0,57.92,62.959999999999994,64.94
6,64.04,57.92,50.0,57.92,57.92,62.059999999999995,53.96,62.059999999999995,60.08,51.98,62.059999999999995,57.02,48.02,62.959999999999994,64.04,57.92,60.08,64.94,59.0,51.98,53.06,50.0,53.96,51.08,46.94,60.08,57.02,57.02,68.0,59.0,55.04,55.94,50.0,59.0,55.04,64.04,59.0,51.08,57.02,51.08,59.0,46.94,57.92,53.96,62.059999999999995,57.02,55.04,,,59.0,60.980000000000004,69.98,51.08,,62.959999999999994,55.94,53.96,59.0,55.94,53.96,60.08,50.0,60.08,64.94,55.04,51.08,59.0,57.92,60.980000000000004,57.92,55.94,60.980000000000004,57.02,62.059999999999995
7,64.04,55.04,53.96,51.98,66.02,60.08,57.02,60.980000000000004,51.98,57.02,59.0,62.959999999999994,55.94,73.04,64.04,60.980000000000004,53.06,59.0,62.059999999999995,44.96,48.02,50.0,55.04,48.92,46.94,62.059999999999995,57.92,59.0,62.959999999999994,53.96,57.92,51.98,50.0,57.02,57.92,64.94,59.0,46.94,60.980000000000004,57.92,53.96,57.92,55.94,60.980000000000004,57.92,62.959999999999994,51.08,,,53.96,55.94,66.92,59.0,,60.980000000000004,60.08,55.94,55.04,55.94,46.94,66.92,60.08,60.980000000000004,69.98,55.04,62.059999999999995,53.96,60.980000000000004,57.02,60.08,59.0,62.059999999999995,55.04,68.0
8,57.92,53.96,55.94,59.0,64.04,55.04,57.92,53.96,51.98,57.92,60.980000000000004,57.92,62.059999999999995,75.02,62.059999999999995,60.980000000000004,53.06,62.959999999999994,57.92,44.96,57.02,57.92,53.06,51.98,57.02,57.92,57.02,57.02,64.94,57.02,60.980000000000004,57.92,53.06,55.94,55.94,62.959999999999994,59.0,53.06,64.04,53.96,51.98,55.94,55.94,62.059999999999995,55.94,60.08,51.98,,,59.0,62.959999999999994,60.980000000000004,69.08,,57.02,69.08,53.06,,55.94,51.98,68.0,,59.0,62.059999999999995,53.96,62.959999999999994,57.92,60.08,57.92,57.92,55.04,64.04,59.0,73.94
9,53.96,44.96,51.98,57.02,66.02,60.08,48.02,60.08,50.0,60.980000000000004,60.980000000000004,53.06,62.959999999999994,73.94,60.08,59.0,55.94,59.0,57.92,57.92,50.0,57.92,51.08,57.02,51.98,51.08,53.06,57.92,64.04,60.08,57.02,55.04,53.06,53.96,55.04,64.94,60.980000000000004,50.0,64.04,55.04,55.04,57.02,55.04,64.94,57.92,59.0,53.06,,,51.98,62.959999999999994,60.980000000000004,64.04,,60.08,69.08,53.06,,55.04,48.92,64.94,55.94,60.08,64.94,57.92,60.08,57.02,62.059999999999995,55.04,60.08,59.0,59.0,59.0,75.02
